crc,take_type,allo_block,use_type,wap,time,mon_allo_m3,mon_restr_allo_m3,ann_restr_allo_m3,usage_est,mon_usage_m3,ann_allo_m3,sd_usage
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-03-31,44640.0,44640.0,525600.0,16738.66,,525600.0,16738.66
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-04-30,43200.0,43200.0,525600.0,7945.09,,525600.0,7945.09
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-07-31,44640.0,44640.0,525600.0,98.86,,525600.0,98.86
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-08-31,44640.0,44640.0,525600.0,4975.93,,525600.0,4975.93
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-09-30,43200.0,43200.0,525600.0,16390.98,,525600.0,16390.98
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-10-31,44640.0,44640.0,525600.0,27464.69,,525600.0,27464.69
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-11-30,43200.0,43200.0,525600.0,28649.02,,525600.0,28649.02
CRC000183,Take Surface Water,A,irrigation,J39/0628,2006-12-31,44640.0,44640.0,525600.0,29428.75,,525600.0,29428.75
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-01-31,44640.0,44640.0,525600.0,25927.2,,525600.0,25927.2
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-02-28,40320.0,40320.0,525600.0,25738.84,,525600.0,25738.84
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-03-31,44640.0,44640.0,525600.0,19439.74,,525600.0,19439.74
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-04-30,43200.0,43200.0,525600.0,8271.49,,525600.0,8271.49
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-05-31,44640.0,44640.0,525600.0,4417.08,,525600.0,4417.08
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-07-31,44640.0,44640.0,527040.0,57.17,,527040.0,57.17
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-08-31,44640.0,44640.0,527040.0,3013.35,,527040.0,3013.35
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-09-30,43200.0,43200.0,527040.0,11007.6,,527040.0,11007.6
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-10-31,44640.0,44640.0,527040.0,26742.69,,527040.0,26742.69
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-11-30,43200.0,43200.0,527040.0,29877.23,,527040.0,29877.23
CRC000183,Take Surface Water,A,irrigation,J39/0628,2007-12-31,44640.0,44640.0,527040.0,25661.19,,527040.0,25661.19
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-01-31,44640.0,44640.0,527040.0,38433.42,,527040.0,38433.42
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-02-29,41760.0,41760.0,527040.0,26460.73,,527040.0,26460.73
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-03-31,44640.0,44640.0,527040.0,17359.78,,527040.0,17359.78
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-04-30,43200.0,43200.0,527040.0,6047.87,,527040.0,6047.87
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-08-31,44640.0,44640.0,525600.0,1055.91,,525600.0,1055.91
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-09-30,43200.0,43200.0,525600.0,11701.45,,525600.0,11701.45
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-10-31,44640.0,44640.0,525600.0,20722.11,,525600.0,20722.11
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-11-30,43200.0,43200.0,525600.0,30553.01,,525600.0,30553.01
CRC000183,Take Surface Water,A,irrigation,J39/0628,2008-12-31,44640.0,44640.0,525600.0,26982.79,,525600.0,26982.79
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-01-31,44640.0,44640.0,525600.0,39621.59,,525600.0,39621.59
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-02-28,40320.0,40320.0,525600.0,19273.66,,525600.0,19273.66
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-03-31,44640.0,44640.0,525600.0,19567.98,,525600.0,19567.98
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-04-30,43200.0,43200.0,525600.0,7921.38,,525600.0,7921.38
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-05-31,44640.0,44640.0,525600.0,251.39,,525600.0,251.39
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-08-31,44640.0,44640.0,525600.0,4487.27,,525600.0,4487.27
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-09-30,43200.0,43200.0,525600.0,12987.52,,525600.0,12987.52
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-10-31,44640.0,44640.0,525600.0,18797.2,,525600.0,18797.2
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-11-30,43200.0,43200.0,525600.0,36058.53,,525600.0,36058.53
CRC000183,Take Surface Water,A,irrigation,J39/0628,2009-12-31,44640.0,44640.0,525600.0,33154.38,,525600.0,33154.38
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-01-31,44640.0,44640.0,525600.0,30253.52,,525600.0,30253.52
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-02-28,40320.0,40320.0,525600.0,33505.73,,525600.0,33505.73
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-03-31,44640.0,44640.0,525600.0,21783.11,,525600.0,21783.11
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-04-30,43200.0,43200.0,525600.0,9949.51,,525600.0,9949.51
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-08-31,44640.0,44640.0,525600.0,1398.78,,525600.0,1398.78
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-09-30,43200.0,43200.0,525600.0,15415.97,,525600.0,15415.97
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-10-31,44640.0,44640.0,525600.0,23666.17,,525600.0,23666.17
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-11-30,43200.0,43200.0,525600.0,33399.92,,525600.0,33399.92
CRC000183,Take Surface Water,A,irrigation,J39/0628,2010-12-31,44640.0,44640.0,525600.0,36427.8,,525600.0,36427.8
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-01-31,44640.0,44640.0,525600.0,32011.04,,525600.0,32011.04
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-02-28,40320.0,40320.0,525600.0,25151.51,,525600.0,25151.51
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-03-31,44640.0,44640.0,525600.0,18853.9,,525600.0,18853.9
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-04-30,43200.0,43200.0,525600.0,7639.62,,525600.0,7639.62
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-05-31,44640.0,44640.0,525600.0,1545.92,,525600.0,1545.92
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-07-31,44640.0,44640.0,527040.0,1141.38,,527040.0,1141.38
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-08-31,44640.0,44640.0,527040.0,4962.49,,527040.0,4962.49
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-09-30,43200.0,43200.0,527040.0,13823.14,,527040.0,13823.14
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-10-31,44640.0,44640.0,527040.0,18032.5,,527040.0,18032.5
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-11-30,43200.0,43200.0,527040.0,31941.68,,527040.0,31941.68
CRC000183,Take Surface Water,A,irrigation,J39/0628,2011-12-31,44640.0,44640.0,527040.0,34813.99,,527040.0,34813.99
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-01-31,44640.0,44640.0,527040.0,36148.61,,527040.0,36148.61
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-02-29,41760.0,41760.0,527040.0,20484.98,,527040.0,20484.98
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-03-31,44640.0,44640.0,527040.0,16328.37,,527040.0,16328.37
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-04-30,43200.0,43200.0,527040.0,8344.5,,527040.0,8344.5
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-05-31,44640.0,44640.0,527040.0,1006.02,,527040.0,1006.02
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-06-30,43200.0,43200.0,527040.0,2846.02,,527040.0,2846.02
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-07-31,44640.0,44640.0,525600.0,1734.48,,525600.0,1734.48
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-08-31,44640.0,44640.0,525600.0,3468.96,,525600.0,3468.96
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-09-30,43200.0,43200.0,525600.0,4204.8,,525600.0,4204.8
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-10-31,44640.0,44640.0,525600.0,4782.96,,525600.0,4782.96
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-11-30,43200.0,43200.0,525600.0,18869.04,,525600.0,18869.04
CRC000183,Take Surface Water,A,irrigation,J39/0628,2012-12-31,44640.0,44640.0,525600.0,53611.2,,525600.0,53611.2
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-01-31,44640.0,44640.0,525600.0,53348.4,,525600.0,53348.4
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-02-28,40320.0,40320.0,525600.0,56607.12,,525600.0,56607.12
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-03-31,44640.0,44640.0,525600.0,47882.16,,525600.0,47882.16
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-04-30,43200.0,43200.0,525600.0,26490.24,,525600.0,26490.24
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-05-31,44640.0,44640.0,525600.0,157.68,,525600.0,157.68
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-06-30,43200.0,43200.0,525600.0,1208.88,,525600.0,1208.88
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-07-31,44640.0,44640.0,525600.0,1208.88,,525600.0,1208.88
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-08-31,44640.0,44640.0,525600.0,1314.0,,525600.0,1314.0
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-09-30,43200.0,43200.0,525600.0,7200.72,,525600.0,7200.72
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-10-31,44640.0,44640.0,525600.0,4099.68,,525600.0,4099.68
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-11-30,43200.0,43200.0,525600.0,26542.8,,525600.0,26542.8
CRC000183,Take Surface Water,A,irrigation,J39/0628,2013-12-31,44640.0,44640.0,525600.0,34637.04,,525600.0,34637.04
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-01-31,44640.0,44640.0,525600.0,51351.12,,525600.0,51351.12
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-02-28,40320.0,40320.0,525600.0,44255.52,,525600.0,44255.52
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-03-31,44640.0,44640.0,525600.0,22075.2,,525600.0,22075.2
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-04-30,43200.0,43200.0,525600.0,3994.56,,525600.0,3994.56
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-05-31,44640.0,44640.0,525600.0,210.24,,525600.0,210.24
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-06-30,43200.0,43200.0,525600.0,0.0,,525600.0,0.0
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-07-31,44640.0,44640.0,433440.0,43.34,,433440.0,43.34
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-08-31,44640.0,44640.0,433440.0,866.88,,433440.0,866.88
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-09-30,43200.0,43200.0,433440.0,8582.11,,433440.0,8582.11
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-10-31,44640.0,44640.0,433440.0,18681.26,,433440.0,18681.26
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-11-30,43200.0,43200.0,433440.0,23492.45,,433440.0,23492.45
CRC000183,Take Surface Water,A,irrigation,J39/0628,2014-12-31,44640.0,44640.0,433440.0,27220.03,,433440.0,27220.03
CRC000183,Take Surface Water,A,irrigation,J39/0628,2015-01-31,44640.0,44640.0,433440.0,27220.03,,433440.0,27220.03
CRC000183,Take Surface Water,A,irrigation,J39/0628,2015-02-28,40320.0,40320.0,433440.0,22018.75,,433440.0,22018.75
CRC000183,Take Surface Water,A,irrigation,J39/0628,2015-03-31,83520.0,83520.0,433440.0,11269.44,,433440.0,11269.44
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-02-28,20160.0,20160.0,195840.0,8138.65,,195840.0,8138.65
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-03-31,44640.0,44640.0,195840.0,7740.73,,195840.0,7740.73
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-04-30,43200.0,43200.0,195840.0,1763.43,,195840.0,1763.43
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-05-31,44640.0,44640.0,195840.0,1383.77,,195840.0,1383.77
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-06-30,43200.0,43200.0,195840.0,280.64,,195840.0,280.64
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-08-31,44640.0,44640.0,525600.0,5576.62,,525600.0,5576.62
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-09-30,43200.0,43200.0,525600.0,15166.29,,525600.0,15166.29
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-10-31,44640.0,44640.0,525600.0,18106.07,,525600.0,18106.07
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-11-30,43200.0,43200.0,525600.0,23813.04,,525600.0,23813.04
CRC000183,Take Surface Water,A,irrigation,J39/0629,2002-12-31,44640.0,44640.0,525600.0,36815.22,,525600.0,36815.22
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-01-31,44640.0,44640.0,525600.0,34716.17,,525600.0,34716.17
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-02-28,40320.0,40320.0,525600.0,30823.11,,525600.0,30823.11
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-03-31,44640.0,44640.0,525600.0,19185.97,,525600.0,19185.97
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-04-30,43200.0,43200.0,525600.0,6282.42,,525600.0,6282.42
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-05-31,44640.0,44640.0,525600.0,2100.71,,525600.0,2100.71
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-08-31,44640.0,44640.0,527040.0,1451.34,,527040.0,1451.34
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-09-30,43200.0,43200.0,527040.0,10287.27,,527040.0,10287.27
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-10-31,44640.0,44640.0,527040.0,19908.54,,527040.0,19908.54
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-11-30,43200.0,43200.0,527040.0,28663.17,,527040.0,28663.17
CRC000183,Take Surface Water,A,irrigation,J39/0629,2003-12-31,44640.0,44640.0,527040.0,38400.94,,527040.0,38400.94
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-01-31,44640.0,44640.0,527040.0,36805.09,,527040.0,36805.09
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-02-29,41760.0,41760.0,527040.0,25000.79,,527040.0,25000.79
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-03-31,44640.0,44640.0,527040.0,17524.92,,527040.0,17524.92
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-04-30,43200.0,43200.0,527040.0,5610.08,,527040.0,5610.08
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-08-31,44640.0,44640.0,525600.0,3025.37,,525600.0,3025.37
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-09-30,43200.0,43200.0,525600.0,12231.5,,525600.0,12231.5
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-10-31,44640.0,44640.0,525600.0,20180.82,,525600.0,20180.82
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-11-30,43200.0,43200.0,525600.0,27672.62,,525600.0,27672.62
CRC000183,Take Surface Water,A,irrigation,J39/0629,2004-12-31,44640.0,44640.0,525600.0,27596.98,,525600.0,27596.98
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-01-31,44640.0,44640.0,525600.0,31851.76,,525600.0,31851.76
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-02-28,40320.0,40320.0,525600.0,26018.31,,525600.0,26018.31
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-03-31,44640.0,44640.0,525600.0,14531.63,,525600.0,14531.63
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-04-30,43200.0,43200.0,525600.0,8904.76,,525600.0,8904.76
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-08-31,44640.0,44640.0,525600.0,3671.96,,525600.0,3671.96
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-09-30,43200.0,43200.0,525600.0,7719.12,,525600.0,7719.12
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-10-31,44640.0,44640.0,525600.0,14940.64,,525600.0,14940.64
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-11-30,43200.0,43200.0,525600.0,27687.96,,525600.0,27687.96
CRC000183,Take Surface Water,A,irrigation,J39/0629,2005-12-31,44640.0,44640.0,525600.0,26967.94,,525600.0,26967.94
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-01-31,44640.0,44640.0,525600.0,38844.06,,525600.0,38844.06
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-02-28,40320.0,40320.0,525600.0,28638.16,,525600.0,28638.16
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-03-31,44640.0,44640.0,525600.0,16738.66,,525600.0,16738.66
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-04-30,43200.0,43200.0,525600.0,7945.09,,525600.0,7945.09
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-07-31,44640.0,44640.0,525600.0,98.86,,525600.0,98.86
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-08-31,44640.0,44640.0,525600.0,4975.93,,525600.0,4975.93
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-09-30,43200.0,43200.0,525600.0,16390.98,,525600.0,16390.98
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-10-31,44640.0,44640.0,525600.0,27464.69,,525600.0,27464.69
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-11-30,43200.0,43200.0,525600.0,28649.02,,525600.0,28649.02
CRC000183,Take Surface Water,A,irrigation,J39/0629,2006-12-31,44640.0,44640.0,525600.0,29428.75,,525600.0,29428.75
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-01-31,44640.0,44640.0,525600.0,25927.2,,525600.0,25927.2
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-02-28,40320.0,40320.0,525600.0,25738.84,,525600.0,25738.84
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-03-31,44640.0,44640.0,525600.0,19439.74,,525600.0,19439.74
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-04-30,43200.0,43200.0,525600.0,8271.49,,525600.0,8271.49
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-05-31,44640.0,44640.0,525600.0,4417.08,,525600.0,4417.08
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-07-31,44640.0,44640.0,527040.0,57.17,,527040.0,57.17
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-08-31,44640.0,44640.0,527040.0,3013.35,,527040.0,3013.35
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-09-30,43200.0,43200.0,527040.0,11007.6,,527040.0,11007.6
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-10-31,44640.0,44640.0,527040.0,26742.69,,527040.0,26742.69
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-11-30,43200.0,43200.0,527040.0,29877.23,,527040.0,29877.23
CRC000183,Take Surface Water,A,irrigation,J39/0629,2007-12-31,44640.0,44640.0,527040.0,25661.19,,527040.0,25661.19
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-01-31,44640.0,44640.0,527040.0,38433.42,,527040.0,38433.42
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-02-29,41760.0,41760.0,527040.0,26460.73,,527040.0,26460.73
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-03-31,44640.0,44640.0,527040.0,17359.78,,527040.0,17359.78
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-04-30,43200.0,43200.0,527040.0,6047.87,,527040.0,6047.87
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-08-31,44640.0,44640.0,525600.0,1055.91,,525600.0,1055.91
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-09-30,43200.0,43200.0,525600.0,11701.45,,525600.0,11701.45
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-10-31,44640.0,44640.0,525600.0,20722.11,,525600.0,20722.11
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-11-30,43200.0,43200.0,525600.0,30553.01,,525600.0,30553.01
CRC000183,Take Surface Water,A,irrigation,J39/0629,2008-12-31,44640.0,44640.0,525600.0,26982.79,,525600.0,26982.79
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-01-31,44640.0,44640.0,525600.0,39621.59,,525600.0,39621.59
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-02-28,40320.0,40320.0,525600.0,19273.66,,525600.0,19273.66
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-03-31,44640.0,44640.0,525600.0,19567.98,,525600.0,19567.98
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-04-30,43200.0,43200.0,525600.0,7921.38,,525600.0,7921.38
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-05-31,44640.0,44640.0,525600.0,251.39,,525600.0,251.39
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-08-31,44640.0,44640.0,525600.0,4487.27,,525600.0,4487.27
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-09-30,43200.0,43200.0,525600.0,12987.52,,525600.0,12987.52
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-10-31,44640.0,44640.0,525600.0,18797.2,,525600.0,18797.2
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-11-30,43200.0,43200.0,525600.0,36058.53,,525600.0,36058.53
CRC000183,Take Surface Water,A,irrigation,J39/0629,2009-12-31,44640.0,44640.0,525600.0,33154.38,,525600.0,33154.38
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-01-31,44640.0,44640.0,525600.0,30253.52,,525600.0,30253.52
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-02-28,40320.0,40320.0,525600.0,33505.73,,525600.0,33505.73
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-03-31,44640.0,44640.0,525600.0,21783.11,,525600.0,21783.11
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-04-30,43200.0,43200.0,525600.0,9949.51,,525600.0,9949.51
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-08-31,44640.0,44640.0,525600.0,1398.78,,525600.0,1398.78
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-09-30,43200.0,43200.0,525600.0,15415.97,,525600.0,15415.97
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-10-31,44640.0,44640.0,525600.0,23666.17,,525600.0,23666.17
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-11-30,43200.0,43200.0,525600.0,33399.92,,525600.0,33399.92
CRC000183,Take Surface Water,A,irrigation,J39/0629,2010-12-31,44640.0,44640.0,525600.0,36427.8,,525600.0,36427.8
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-01-31,44640.0,44640.0,525600.0,32011.04,,525600.0,32011.04
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-02-28,40320.0,40320.0,525600.0,25151.51,,525600.0,25151.51
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-03-31,44640.0,44640.0,525600.0,18853.9,,525600.0,18853.9
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-04-30,43200.0,43200.0,525600.0,7639.62,,525600.0,7639.62
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-05-31,44640.0,44640.0,525600.0,1545.92,,525600.0,1545.92
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-07-31,44640.0,44640.0,527040.0,1141.38,,527040.0,1141.38
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-08-31,44640.0,44640.0,527040.0,4962.49,,527040.0,4962.49
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-09-30,43200.0,43200.0,527040.0,13823.14,,527040.0,13823.14
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-10-31,44640.0,44640.0,527040.0,18032.5,,527040.0,18032.5
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-11-30,43200.0,43200.0,527040.0,31941.68,,527040.0,31941.68
CRC000183,Take Surface Water,A,irrigation,J39/0629,2011-12-31,44640.0,44640.0,527040.0,34813.99,,527040.0,34813.99
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-01-31,44640.0,44640.0,527040.0,36148.61,,527040.0,36148.61
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-02-29,41760.0,41760.0,527040.0,20484.98,,527040.0,20484.98
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-03-31,44640.0,44640.0,527040.0,16328.37,,527040.0,16328.37
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-04-30,43200.0,43200.0,527040.0,8344.5,,527040.0,8344.5
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-05-31,44640.0,44640.0,527040.0,1006.02,,527040.0,1006.02
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-06-30,43200.0,43200.0,527040.0,2846.02,,527040.0,2846.02
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-07-31,44640.0,44640.0,525600.0,1734.48,,525600.0,1734.48
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-08-31,44640.0,44640.0,525600.0,3468.96,,525600.0,3468.96
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-09-30,43200.0,43200.0,525600.0,4204.8,,525600.0,4204.8
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-10-31,44640.0,44640.0,525600.0,4782.96,,525600.0,4782.96
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-11-30,43200.0,43200.0,525600.0,18869.04,,525600.0,18869.04
CRC000183,Take Surface Water,A,irrigation,J39/0629,2012-12-31,44640.0,44640.0,525600.0,53611.2,,525600.0,53611.2
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-01-31,44640.0,44640.0,525600.0,53348.4,,525600.0,53348.4
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-02-28,40320.0,40320.0,525600.0,56607.12,,525600.0,56607.12
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-03-31,44640.0,44640.0,525600.0,47882.16,,525600.0,47882.16
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-04-30,43200.0,43200.0,525600.0,26490.24,,525600.0,26490.24
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-05-31,44640.0,44640.0,525600.0,157.68,,525600.0,157.68
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-06-30,43200.0,43200.0,525600.0,1208.88,,525600.0,1208.88
CRC000183,Take Surface Water,A,irrigation,J39/0629,2013-07-31,44640.0,44640.0,525600.0,1208.88,,525600.0,1208.88
